Путь,Пакет,Версия,Описание пакета,Последнее изменение,Есть файлы без доступа на чтение,Последний запуск,Запусков в 2023,Запусков в 2024,Запусков в 2025,ПО для рассмотрения?,Модули,Тип,Владелец,Группа,Версия в Octoshell,Коммерческий(Octoshell)
/opt/software/netcdf,,,,2023-03-22,да,,,,,,netcdf/ netcdf/4.8.0 netcdf/4.9.2-icc,directory,root,root,,
/opt/software/netgauge,,,,2022-04-12,да,,,,,,,directory,vadim,root,,
/opt/software/nhc,,,,2021-10-01,да,,,,,,,directory,root,root,,
/opt/software/nhc.old,,,,2021-01-13,да,,,,,,,directory,root,root,,
/opt/software/nwchem-6.8,,,,2021-10-29,да,,,,,,,directory,root,root,,
/opt/software/openblas,,,,2020-05-09,да,,,,,,openblas/ openblas/0.3.9-gcc openblas/0.3.9-icc,directory,root,root,0.9.3,
/opt/software/opencascade,,,,2020-06-05,да,,,,,,,directory,root,root,,
/opt/software/otf2,,,,2021-11-09,да,,,,,,,directory,UNKNOWN,root,,
/opt/software/pmu-tools,,,,2018-04-06,да,,,,,,pmu-tools/ pmu-tools/2017,directory,afanasievily_251892,root,,
/opt/software/python,,,,2018-02-06,да,,,,,,wien2k/ wien2k/17.1,directory,practice,root,,
/opt/software/qt,,,,2021-11-09,да,,,,,,,directory,UNKNOWN,root,,
/opt/software/sarus,,,,2021-07-02,да,,,,,,,directory,root,root,,
/opt/software/scalasca,,,,2021-11-16,да,,,,,,,directory,UNKNOWN,root,,
/opt/software/schrodinger20,,,,2019-11-12,да,,,,,,,directory,root,root,,
/opt/software/schrodinger2017-4,,,,2018-09-28,да,,,,,,,directory,root,root,,
/opt/software/schrodinger2018-1,,,,2019-11-12,да,,,,,,schrodinger/2018-1,directory,root,root,,
/opt/software/schrodinger2019-3,,,,2020-02-14,да,,,,,,schrodinger/ schrodinger/2019-3,directory,root,root,,
/opt/software/smenu,,,,2021-03-20,да,,,,,,,directory,root,root,,
/opt/software/software,,,,2024-04-16,да,,,,,,,directory,root,root,,
/opt/software/trilinos-13.0,,,,2021-05-25,да,,,,,,,directory,toktaliev_2232,root,,
/opt/software/valgrind,,,,2016-02-25,да,,,,,,,directory,root,root,,
/opt/software/valgrind-3.,,,,2017-01-20,да,,,,,,,directory,vadim,root,,
/opt/software/valgrind-3.12.0,,,,2017-01-20,да,,,,,,valgrind/ valgrind/3.12.0,directory,vadim,root,,
/opt/software/wien2k,,,,2019-05-31,да,,,,,,wien2k/ wien2k/17.1,directory,practice,practice,,
/opt/sudoers,,,,2019-06-20,да,,,,,,,regular file,root,root,,
/opt/support,,,,2023-07-04,да,,,,,,,directory,support,root,,
/opt/syssoft,,,,2017-11-02,да,,,,,,,directory,root,root,,
/opt/tests,,,,2016-02-25,да,,,,,,,directory,root,root,,
/opt/tmp,,,,2025-05-28,нет,,,,,,,directory,root,root,,
/opt/toolworks,,,,2019-05-13,да,,,,,,totalview/ totalview/2019.0.4,directory,root,root,,
/opt/tst,,,,2020-11-27,нет,,,,,,,regular file,root,root,,
/opt/tst-g,,,,2020-11-26,нет,,,,,,,regular file,root,root,,
/opt/ve,,,,2021-02-10,да,,,,,,,directory,root,root,,
/opt/vm,,,,2023-10-17,да,,,,,,,directory,root,root,,
/opt/x11-fonts,,,,2019-05-20,нет,,,,,,,directory,root,root,,
/opt/xalt,,,,2019-07-08,да,,,,,,lmod settarg,directory,root,root,,
/opt/xalt-0.5.0,,,,2019-07-08,да,,,,,,,directory,root,root,,
/opt/xcat,,,,2024-11-26,да,,,,,,,directory,root,root,,
